ID,X0,X1,X2,X3
1,-2.83690784924,-2.1498980037,1.34691655312,-0.111645919412
1,-1.29310639356,-1.03423538572,-1.71926602137,-0.477293237778
1,-0.643934938088,-2.802063555,-1.9759900278,-5.3931234575
1,-6.92919766176,-6.6897838924,-3.68990337341,-8.84365770805
1,-10.7013209517,-15.2862922965,-10.1793081502,-25.0291222315
1,-26.4434628109,-37.9395630876,-24.9146189102,-54.8975496543
1,-55.8603444122,-89.2229582815,-54.6061639383,-129.64247584
1,-137.858156015,-208.338601637,-122.027408904,-297.116491909
1,-314.684206455,-482.884341059,-284.320618641,-688.61849349
1,-728.730427716,-1115.12071695,-655.422981323,-1593.21704543
3,1.00059867611,-0.100878896261,-0.600852374519,-1.15785752485
3,0.551536991739,-0.619848551466,0.94084205554,-1.2832413285
3,-0.693601142156,-1.36053922116,0.798718749453,0.239509987823
3,-0.225313068259,-1.0880131214,0.0996773314865,-0.399282496371
3,1.08912648464,-0.407908425189,-0.00742916262585,-2.13539038802
3,-2.64665821276,-0.0673616629628,0.0317526242008,-0.102647031906
3,-0.671593470379,-2.21494957601,-1.7970604981,-2.28086321849
3,-2.45797249092,-2.20114416187,-3.06704913934,-7.24328740478
3,-6.60311876244,-8.13688970423,-5.00869136802,-12.4276615911
3,-12.5925209475,-20.0359050187,-10.7310682135,-27.5151731594
4,2.35168967782,-0.219181966104,0.598273487717,0.320364556195
4,2.51485798631,3.55896325113,0.288795437183,-1.48580057697
4,7.87384027763,1.25256630139,2.52704086822,-1.39974933955
4,12.730848771,9.63061987262,0.29608810999,-0.297461317293
4,22.008379397,13.520643506,10.943997178,0.663115429104
4,46.4943270155,33.9844549707,14.8809396628,-0.368844444752
4,95.5834516015,61.9440413087,32.2512963115,0.233044078572
4,188.898942044,128.949665083,61.892922747,0.649161344316
4,381.261682873,251.899287233,131.106910835,0.00104628468252
4,764.171843679,511.837265918,252.126178999,-0.134588572243
5,-0.778722395435,-2.22157880094,-0.866477296938,-1.24811563972
5,-2.35058716383,-3.89418588132,-2.66699244824,-3.73318531064
5,-5.61682617761,-6.0172988926,-4.3291401387,-11.9897172438
5,-12.3952504772,-17.0286074531,-11.5595316546,-24.4730982386
5,-25.0823646847,-39.2036376857,-25.2742641436,-59.4541631048
5,-60.7627860724,-95.2915906997,-54.9552778923,-133.837747094
5,-142.808518316,-217.19445045,-126.863392668,-310.087155556
5,-328.223480613,-501.764507057,-295.418165301,-717.013961943
5,-759.216766434,-1158.50506749,-683.327913064,-1658.33178885
5,-1753.33720711,-2678.80946003,-1580.61657487,-3832.68632858
6,-1.41153335612,1.2399917587,-1.61295592581,-0.099239406024
6,-0.962906856854,-2.81805578666,0.823506462569,0.162867572509
6,-0.593419230626,-2.29630290501,-1.94819828118,0.827435961824
6,-6.72986573694,-2.55970600826,-1.76835343142,0.625974250884
6,-10.5360013576,-7.41797174155,-0.930958052298,0.0896989316996
6,-17.1857969799,-10.1061874835,-7.29789110255,0.261249361927
6,-35.400908416,-25.0155078083,-8.60961111672,0.903080053924
6,-67.6833465401,-44.5816705751,-23.5983023096,0.498057192133
6,-137.453225564,-89.9174907126,-44.0059266205,0.338220282715
6,-270.992102492,-180.863953863,-86.9506563402,0.102011830445
7,1.41006474288,0.583676236754,0.872444160014,1.18071452905
7,-0.514135444785,1.61855496482,2.62197433815,4.47200117449
7,4.24379282292,4.32172245012,1.8171487982,6.98752982378
7,7.4391569679,9.57389960475,6.59354234472,15.0727255429
7,15.3479793108,23.1408332711,14.190027146,33.9871354354
7,35.2943332817,53.4266366658,33.159472901,77.7146668692
7,80.92987878,126.29662621,74.027068059,177.55091061
7,188.79129844,288.601551166,169.997735564,414.155947274
7,439.052210891,667.558098101,394.442804917,954.618441855
7,1009.0286726,1544.91249881,910.496247828,2210.32365137
11,-1.71308218019,1.37011273539,-0.393687897375,-0.675856295565
11,-1.3608429015,0.984954403577,-2.73838698469,-1.22105451296
11,-2.1610260459,-0.223770641529,-4.44505559489,-2.53532612416
11,-4.3060630091,-3.52390727525,-4.14699890576,-7.36517257479
11,-6.4958611319,-10.2543714815,-11.3100461733,-15.7139244914
11,-18.5902428302,-25.1019808686,-18.7413547771,-39.1484932081
11,-41.2183265385,-59.3742148401,-38.2564295389,-91.4653757209
11,-95.8755226714,-144.425059858,-86.6620703463,-207.864365779
11,-218.997524664,-334.955295386,-199.995965607,-483.354883294
11,-510.897468297,-778.73809173,-458.056478598,-1113.79668017
12,1.32709688498,0.580173961505,0.280098338007,0.038322583935
12,2.12397035896,1.71469875979,2.00664596171,0.765583169127
12,7.31721446245,3.89604975253,4.15214118022,-0.538527874921
12,14.2184016903,11.7353171572,3.24049023236,-0.922116279335
12,30.3473593858,18.2677371757,10.9038716046,1.13806090857
12,60.124216925,41.8034838331,19.8953699909,-1.58608337671
12,122.185718414,79.2749081639,39.1276887126,-0.296043372192
12,240.075904272,161.344498656,77.9939564051,0.378518111859
12,480.034325109,317.759048832,161.464516119,-1.21175235789
12,961.198951083,641.668948148,316.487991258,-0.371944071506
13,0.565672819039,0.739993474438,-0.781459655344,-0.113503258155
13,0.262570879766,1.24326882769,-0.713686306792,1.60332731275
13,2.51327503652,2.18113078869,0.602842782578,2.03053038895
13,3.49108288193,4.20116613935,3.0361216167,6.03793941857
13,7.71346464554,9.70623891143,8.54502037224,14.7002960895
13,14.3694376391,23.7823472476,17.8445915149,36.476011717
13,38.9689933984,59.1733456701,35.4619856205,84.6278110531
13,89.0461251878,135.154095455,80.5323825931,196.514773656
13,206.923711289,317.063489498,187.120880478,449.797763417
13,476.538883878,729.47061002,429.099343648,1044.74520634
16,-0.331003370366,2.22579497944,-1.26034904731,-0.129711911754
16,1.04712624923,-0.099731490523,1.58057279843,1.03575914547
