ID,X0,X1,X2
1,0.336489164928,0.52626667609,0.448680062749
1,0.715436254652,0.354113376279,0.364180157536
1,0.63221018298,0.892651903483,0.571575954607
1,0.682640095384,0.42528513897,0.676165883495
1,0.895273332642,0.477533402999,0.664189351525
1,0.490624925069,0.574696904475,0.624275384181
1,0.437568150292,0.43730244298,0.635485786599
1,0.927858243961,0.949424160625,0.661093434839
1,1.01913662944,0.474251107964,0.818973064177
1,1.10518650472,0.837511325777,0.82111681216
2,0.598994772229,0.403031306596,0.890534648268
2,0.470803121791,0.705700514719,1.02971183619
2,0.758225442217,0.831661721096,0.733093876695
2,0.818823441493,1.19218835135,0.865012110429
2,0.780515684655,0.820606264725,1.01588608252
2,0.385545745243,0.695697831568,0.443530844809
2,0.723445381332,0.907617582026,0.501657622716
2,0.568266193384,0.901189536907,0.932224177675
2,0.749034907079,0.873171419843,0.866581560409
2,0.663799332271,0.944770930716,0.898947218643
3,0.285086794458,0.316137965987,0.515027065424
3,0.636504510815,0.368345453094,0.555794515255
3,0.352231626162,0.578902011813,0.560571929409
3,0.579208148147,0.905978398382,0.47514208553
3,0.972441388222,0.804427762375,0.87803735195
3,0.89799025771,0.957141018287,0.7467763962
3,1.17454743257,0.580322486922,1.12734427641
3,0.521698518011,0.693903333481,0.559587941977
3,0.916155926251,0.394523891565,0.695212469353
3,1.02186391605,0.947067494311,0.871103315518
4,0.690525397853,0.496037541393,0.423045305679
4,0.72331149609,0.694103534089,0.742828241806
4,0.467039644558,0.907761237005,0.118452999493
4,0.96851972372,0.880113479374,1.07059454279
4,0.814809591052,1.01224709861,0.654863053357
4,0.89270727734,1.30943165057,1.04525221738
4,0.791751838579,0.927418720372,0.563833720397
4,0.835860121217,0.802592523736,0.587355249554
4,1.03430151027,1.13084028307,0.583865037931
4,1.10614807601,1.04386529928,0.540593035654
8,0.614955459088,0.495984624577,0.347432566324
8,0.486677043777,0.851652858362,0.542887707876
8,0.649044468796,0.759761919505,0.647075933462
8,0.833038039476,0.977137375649,0.456435470678
8,0.958644131575,0.665599309312,0.784771329338
8,0.71958738077,0.669042960155,0.598474928779
8,0.791233225179,0.66422676916,0.31464489261
8,0.58071248925,0.679727807296,0.48953655032
8,0.899887896341,0.788728898183,0.808189408792
8,0.602283973073,1.14432324686,0.533220548127
13,0.620003033073,0.425063305525,0.833360145846
13,0.950975400367,0.618055660918,0.823527196379
13,0.843157349309,1.26013476175,0.805419595609
13,0.631574477873,0.573680930231,0.781485649873
13,0.593070054745,0.393784155558,0.726113850133
13,0.629112805447,0.943642981549,0.666447940747
13,0.503536903558,0.453602870885,1.04348994174
13,0.459914574432,0.739549993277,0.495598874642
13,0.723513301716,0.831259060862,0.797126025089
13,1.02141494787,1.11041252167,0.972849682125
14,0.644028180774,0.18538584879,0.362788638564
14,0.492225819962,0.918998034904,0.787857998448
14,0.775362762357,0.721566674967,0.814055001073
14,0.745053288767,0.81530553247,0.0753365344489
14,0.262285179659,0.660282095838,0.915539416462
14,0.728062868879,0.696151284788,0.43604415787
14,0.912797833798,0.870223981597,1.0190460459
