ID,X0,X1
2,0.69993122759,0.674006488155
2,0.522722677405,0.509962009697
2,1.08014794173,0.694182696159
2,1.01631212513,0.617570146384
2,0.636421247073,0.72637855519
2,0.547020891587,0.548286397211
2,0.968054524002,0.705956288851
2,0.981931805215,0.591755014251
2,1.08931971839,0.739144822025
2,1.09533096098,0.840976122564
3,0.530665598889,0.44364002313
3,0.698709218986,0.477311987163
3,0.702509547557,0.400110467565
3,0.90952633176,0.601687070211
3,0.730840568937,0.724977701802
3,0.735775769022,0.445660336621
3,0.679500775763,0.430162406098
3,0.766614068339,0.959400385859
3,0.59338506555,0.372555545757
3,0.907888211456,0.728884577897
5,0.898903168873,0.529696990724
5,0.813618981913,0.183094107198
5,0.67072684308,0.193483456531
5,0.576036625478,0.632362989529
5,0.677365388322,0.53941579536
5,0.697310685149,0.412475585316
5,0.610117049341,0.581405131539
5,0.39916135292,0.473346449327
5,0.674774958208,0.876155194761
5,0.481913384926,0.482937465281
8,0.448384804203,0.498585011629
8,0.617125470019,0.921767873675
8,1.0518516155,0.507471408933
8,0.928185697845,0.33806623948
8,0.507409015542,0.38037269162
8,0.60309388234,0.691426410094
8,0.934496164972,0.45446744448
8,0.673150284467,0.887674619899
8,1.09275133723,0.413685159836
8,1.23567797998,0.77613125726
9,0.21006134752,0.647744601423
9,0.608839840066,0.0374977393142
9,0.390101126587,0.566856425485
9,0.480066433165,0.612921824829
9,0.424499098177,0.601197164023
9,0.574137669426,0.818382544999
9,0.768326594112,0.604309909762
9,0.70397098625,1.0539720151
9,0.856419408682,0.327805060992
9,0.335587503177,0.503497290889
10,0.36152597679,0.253502911415
10,0.564068541682,0.767957067982
10,0.732859707198,0.347649816955
10,0.831993984506,0.7895409794
10,0.994960530549,0.821227893276
10,0.84451008135,0.391535399773
10,0.913210241021,0.531176730531
10,1.14821667134,0.533231658851
10,0.861913681533,0.663585582682
10,0.722579936706,0.378588061894
12,0.585393881019,0.572926860788
12,1.03346295269,0.588246946614
12,0.963100344052,0.381645841317
12,0.787541777336,0.433161478289
12,0.625478888175,0.435181726473
12,0.74210539523,0.180479950446
12,0.812517596059,0.682982573581
12,0.690336513001,0.420987151969
12,0.681997795464,0.510155941642
12,0.414130382405,0.514714232508
15,0.603075674678,0.572243449519
15,0.428662239316,0.545772868538
15,0.783639874477,0.553320183218
15,0.409544257597,0.476562781543
15,0.674269894998,0.441071498653
15,0.865196850658,0.596512410381
15,0.695314368941,0.305232670838
15,0.612931137755,0.765616271131
15,0.862706287664,0.767745419043
15,0.974813618341,0.475786107289
17,0.652491847606,0.489192551619
17,0.637841142352,0.201244113601
17,0.874302227612,0.752004056312
17,1.00409949204,0.527305260453
17,0.90217731324,0.888467102342
17,0.423839495137,0.887365446238
17,0.732907609757,0.761594758693
17,0.508910028246,0.452858897244
17,0.380537023939,0.281567202538
17,0.505859269791,0.728574886369
18,0.299647739868,0.462339249426
18,0.416567966257,0.20240844505
18,0.51596484989,0.687858564716
18,0.601913373369,0.402525111194
18,0.548991123764,0.275962501033
18,0.684668555504,0.358734238601
18,0.416131406805,0.428611371415
18,0.850094740729,0.441909623166
18,0.787890867531,0.401348745953
18,0.820445613281,0.420074307933
19,0.53300339486,0.383072759346
19,0.869958843522,0.760919813209
19,0.986507486659,0.573278998721
19,0.736538419288,0.162399414316
19,0.633862674366,0.627468922227
19,0.514441494443,0.464328601111
19,0.810815201026,0.300777666224
19,0.527614045419,0.686410365969
19,0.767719585348,0.681825670297
19,0.850387097384,0.777555179967
22,0.303452011053,0.169377075244
22,0.628638390763,0.162543460005
22,0.585989804994,0.539693870958
22,0.783457163018,0.365770391919
22,0.791667854867,0.701952420356
22,0.86343968995,0.625655659825
22,0.633295382694,0.587391729081
22,0.634498929778,0.509168838919
22,0.866621204709,0.479977519659
22,0.518928231718,0.521144048201
24,0.622009040727,0.46376020085
24,0.625107352066,0.410099387619
24,0.569304792319,0.67240783878
24,0.59575182418,0.491752821275
24,1.16576511304,0.536568835669
24,0.880281450094,0.398663023916
24,0.782958875941,0.841252909682
24,0.675741152906,0.464028857414
24,0.666671497364,0.439656028128
24,0.602969368424,0.549533829514
25,0.30335186817,0.326178086685
25,0.366975156537,0.39851514512
25,0.478849374543,0.313091663301
25,0.425796996507,0.764372778687
25,0.759821789529,0.964501373892
25,0.704607873641,0.937330872986
25,0.475092061433,0.221374479919
25,0.796091021417,0.746657341294
25,0.578854510741,0.99639567412
25,0.763515760613,0.63966797221
26,0.812723441416,0.580679566883
26,0.549209997436,0.555844851133
26,0.808545159672,0.558668586722
26,0.943720530993,0.557105204808
26,0.866696523825,0.737543141751
26,0.53123472689,0.832643599327
26,0.755681516668,0.619420621162
26,0.932264382586,0.262472645128
26,0.537882499588,0.496396866386
26,0.660662156123,0.754856435262
30,0.752513745653,0.712300996979
30,0.845182519835,0.224987854711
30,0.687522429393,0.576135582986
30,0.744275192449,0.488947297799
30,1.08548774564,0.657494709385
30,0.678388858808,0.450756301889
30,0.955788397252,0.369886963344
30,0.911567995497,0.019233414683
30,0.948661901112,0.224975414602
30,0.738747853015,0.170098305822
31,0.456194981188,0.211628033359
31,0.641229249607,0.850787297954
31,0.821253770171,0.665327138177
31,0.487652213508,0.442132562847
31,0.42180120397,0.361355675002
31,0.88355677401,0.450498699665
31,1.00593715076,0.698059352766
31,0.682364263378,0.910883751602
31,0.818465433437,0.563633479175
31,0.708368075811,0.391652436609
33,0.643898873003,0.640103186124
33,0.570370898282,0.73226948932
33,0.591508527096,0.59860856158
33,0.404183592712,0.64204510466
33,0.606532032167,0.224163537926
33,0.390216670232,0.797009199351
33,0.847647989543,0.759086458508
33,1.08500395623,0.895483972417
33,0.997747012832,0.698254620465
33,0.632029333267,0.386484557762
38,0.40751112058,0.391449010981
38,0.699995123929,0.639507065193
38,1.13023426275,0.50151320228
38,0.746371257598,0.556450314831
38,0.797334262719,0.370152604751
38,0.976468969851,0.724437469315
38,0.598173306304,0.182048384773
38,0.599224315039,0.534787241542
38,0.539509334106,0.563212306876
38,0.286667632145,0.407623926523
40,0.310473456977,0.683748713326
40,0.532192333597,0.165692861723
40,0.847650618647,0.426007483427
40,0.827627608887,0.509502172476
40,0.936149959908,0.443163157414
40,0.666649832531,0.270223331987
40,0.507830342004,0.541312371396
40,0.432695926218,0.528883886331
40,0.232188136023,0.695895937118
40,0.530727680558,0.455167433382
41,0.54238716673,0.744295317938
41,0.710732330353,0.514931747655
41,0.713890332176,0.670841895403
41,0.8428031346,0.325412697542
41,0.920454695153,0.715427351534
41,0.607375400867,0.652863414486
41,0.74287500406,0.584038158167
41,0.913156621298,0.717221941061
41,0.798644135649,0.838685106933
41,0.789085532265,0.562034262665
42,0.690136409156,0.502418970327
