ID,X0,X1,X2
0,-0.976533081825,-0.546428992962,0.772963501175
0,0.581441613554,0.873154415975,0.985134969136
0,-0.619780736743,0.0382353204428,0.839899802393
0,-0.748049904687,0.826792555582,0.542779332404
0,-0.823615062018,0.79878866976,0.985885588668
0,-0.841699606439,-0.539414113019,0.940528472766
0,-0.716333184357,0.190241668873,0.938790362891
0,-0.72723292537,-0.772044219971,0.604855317164
0,0.546141448461,-0.618406288953,0.203396965305
0,0.507141321217,0.468691117947,-0.355581301758
1,0.962520620534,0.329083409634,0.631015032485
1,0.0730454850468,0.625975870222,0.858782228364
1,-0.879789079185,-0.871413697189,0.972732294504
1,-0.913183190109,-0.980055265648,0.962350431521
1,-0.998693898943,-0.180964747753,0.849388440934
1,-0.994454928566,-0.90877556396,0.989278866914
1,-0.974157915574,-0.389579927823,0.996280157169
1,-0.992919349022,-0.92199181539,0.704964860063
1,-0.999587043703,-0.728712391835,0.97970543845
1,-0.989065733097,-0.975350511881,0.995685465408
2,0.636543043122,0.20956006631,-0.489669417544
2,0.835691297026,0.863220340466,-0.911001758123
2,0.34475601961,-0.927095566759,-0.180287917455
2,0.95471439088,-0.905508209921,-0.758049129402
2,0.671449783133,0.798015168376,-0.98897747756
2,-0.633424430165,0.546605578202,-0.747046371583
2,0.741937054348,0.232892627846,0.129098140673
2,-0.401618425772,0.910727015205,-0.32982270335
2,-0.374314838205,-0.805273722225,0.722862894532
2,0.911707902193,-0.806581761058,-0.489013209839
3,-0.878797823041,-0.846547063063,0.312105003093
3,-0.79941970168,-0.343835028312,-0.120693510803
3,-0.34559055192,-0.758526855216,-0.544561146649
3,-0.85024104676,-0.56655615131,-0.733206505169
3,0.459783494052,-0.94437181286,-0.462870289831
3,-0.60728064266,-0.573454800368,-0.463426447628
3,0.980283769553,-0.601349125461,-0.982675915141
3,0.9743174628,0.897563220923,-0.896153406446
3,0.995764477883,0.584067643217,-0.997590325421
3,0.575364803547,0.0871538117429,-0.813740763081
4,-0.527209389084,-0.928603311394,-0.647722450395
4,0.590416110584,-0.762300622214,-0.841111849539
4,0.654171340265,-0.554895457937,-0.990896054055
4,0.994970294385,-0.662995386973,-0.996008443281
4,0.581350765966,0.887438704467,-0.963242751509
4,0.786465559317,-0.279359792003,-0.955049989056
4,0.294913821879,-0.404664285737,-0.811910301613
4,0.619647284339,-0.824399470175,-0.913370370165
4,-0.077957817745,-0.941746774743,-0.906487554062
4,0.247527293404,-0.642690549653,-0.155987689222
5,0.765564223538,0.278994207349,-0.701693973858
5,0.988486210832,0.849413216947,-0.969614763437
5,0.995548736879,0.633378066089,-0.994844523316
5,0.395668431541,0.848381026894,-0.503461870072
5,0.995351055133,0.496944327851,-0.944011281557
5,0.929824495456,0.269277179311,-0.994407912495
5,0.75523910563,0.907963613417,-0.99926229606
5,0.777383490653,0.418905259303,-0.991357437078
5,-0.339425299191,0.279165764267,-0.924632155355
5,0.399339336973,0.9246415835,-0.971752816326
6,-0.968092982353,-0.252175366301,0.977605082351
6,-0.768137038974,-0.886089621307,0.987887158989
6,-0.712674471837,0.567187437981,-0.433516611238
6,0.546039494148,-0.85463556605,0.61776361387
6,0.493625946422,-0.688935447846,-0.624939921671
6,0.880682335245,0.531605553311,-0.877214219682
