ID,X0,X1,X2,X3
0,-0.981212685151,-0.928362403654,0.448000143562,0.804819905721
0,0.900417861602,0.12693400295,-0.283122962199,0.775701441017
0,-0.934755073603,-0.650830052703,-0.0728975494288,-0.000814784199297
0,-0.803452093387,-0.983450023926,0.0193824987743,0.603170960325
0,0.394563818193,-0.87794813966,0.812262834717,0.650661284735
0,-0.899258235569,-0.324639733216,-0.966127260888,0.03892519957
0,0.715466736306,0.704667800657,0.987333438261,0.744175440057
0,-0.989096795666,0.47857386357,0.0664385174372,-0.637965091988
0,-0.312663692157,-0.930131261616,-0.94463284191,-0.360549812015
0,0.033453490771,0.019550768425,0.929373939012,0.91579149723
1,0.951442804357,0.945620888769,0.36763456806,-0.901216586345
1,-0.0209605217486,0.151427602904,-0.812999478828,-0.720931570611
1,-0.707953212987,-0.940772395335,-0.265955558544,0.145525010618
1,-0.739472911399,-0.0677729232442,0.442686832332,0.949100030332
1,-0.774245140864,0.925981807736,-0.161893942693,0.897734156021
1,0.995606990385,0.929261497919,0.965401452327,0.867169828788
1,-0.76722231087,0.703663638228,0.494818744265,0.115018145225
1,-0.598305698141,0.909549665535,0.670392086347,0.907444651005
1,-0.616946194222,0.97806224202,0.655811079664,-0.27385047172
1,0.985759264499,0.788096875456,-0.900734365084,0.090421539593
2,0.954623805668,-0.782122865313,0.894094089122,0.389215317594
2,-0.968357897979,-0.683373554074,-0.830453007138,0.513410785736
2,0.906011373527,-0.133931849485,0.932664927524,0.990479954606
2,-0.704606178999,0.986924023342,-0.2765491517,0.272411503621
2,0.904038126492,0.57145543065,0.649658071534,-0.762907156333
2,-0.817900422387,0.681714864631,-0.997877698322,-0.913059672789
2,0.928399469442,0.561360228315,0.197326986374,0.254311281634
2,-0.87201606607,-0.134393037681,-0.691657995383,-0.444979081736
2,0.933755480902,-0.413763844138,0.455414434333,0.955893391454
2,0.130954490574,0.157961285498,-0.984630265383,-0.959020423373
3,-0.24371835005,-0.832568647426,0.229607304778,-0.769893428949
3,-0.88501109794,-0.768560687743,-0.987621870265,-0.727947806578
3,0.732051944249,-0.926518973864,-0.615217167303,0.325076923789
3,-0.730184898961,-0.886982688017,0.0857764399315,0.489746929122
3,-0.0341026243991,-0.818110859458,0.330159296879,0.853614366471
3,-0.932021439252,-0.422690311924,0.32820505691,0.616525831131
3,0.232902567091,0.886896504732,-0.131328317543,0.350839119682
3,-0.87322875851,0.968809797824,0.403567225978,-0.400324079801
3,0.91866329375,0.955124528708,0.775753881499,-0.495445619876
3,0.720117208732,0.967779049099,0.84248890982,-0.743323216773
4,-0.403499274605,-0.709475209923,0.0023995358333,-0.321286526027
4,0.261071416262,-0.592481858112,0.809857582307,0.849946245382
4,-0.715710051905,0.464062112789,0.35632742202,-0.877648562596
4,0.935247155395,0.121629019241,0.164681226007,0.366606460342
4,-0.366545800163,0.270314020839,-0.214294305557,-0.550264618822
4,0.342981523017,0.910703621489,-0.887414507738,0.682023505503
4,0.393224183555,-0.459830800187,-0.128354906479,-0.352769852397
4,-0.970750039141,-0.300991076571,0.417869398304,-0.718982778565
4,0.986421552856,-0.874335538101,-0.469983717236,0.675009315513
